created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text,statement_about_future,
2019-04-20 02:25:09+00:00,1119426748720893953,-125.00244099999999,55.001250999999996,Politics,0.4311853650093079,believer,male,-2.944888,not aggressive,rt USER_REF: this is what climate change means to future generations. a lesson in vulnerability from ⁦USER_REF⁩ addressing the eu…,n,
2019-04-20 13:35:15+00:00,1119595385410990080,-81.72392579999998,30.365447099999997,Importance of Human Intervantion,0.3708595186471939,believer,female,1.2923737,not aggressive,"rt USER_REF: at this year's annual meeting, several sessions will be looking at climate change and its impact on #mentalhealth. pre…",y,
2019-04-20 15:22:59+00:00,1119622496850812928,,,Weather Extremes,-0.14700927679538728,believer,female,,not aggressive,the temperature of the earth is going to increase 4°c more for the  next 10 years due to global warming.we shou… LINK,y,
2019-04-22 11:52:32+00:00,1120294312133177345,,,Undefined / One Word Hashtags,0.46517935395240784,believer,male,,not aggressive,rt USER_REF: #earthday #earthday2019 #environment #planetearth #future #money #cheaper #cleaner #greener #climatechange #carbon #cleante…,n,
2019-04-22 20:12:31+00:00,1120420137172074497,,,Importance of Human Intervantion,0.05419612824916842,neutral,male,,not aggressive,rt USER_REF: from climate change to brexit our young people should have a say in what will be their inheritance. at 16 you canpay…,n,
2019-04-23 01:18:25+00:00,1120497116663746560,,,Global stance,0.4003635048866272,believer,male,,not aggressive,rt USER_REF: the effects of climate change are altering the world around us. see how the ocean could be impacted by 2100 with USER_REF…,y,
2019-04-23 09:34:30+00:00,1120621960822706177,-2.5966500000000003,51.45523000000001,Undefined / One Word Hashtags,0.42184093879858653,believer,male,4.718789,not aggressive,#architecture firm big has designed a floating city concept that could help populations threatened by extreme weath… LINK,y,
2019-04-24 15:36:36+00:00,1121075475701325824,,,Importance of Human Intervantion,-0.4653530557950337,believer,male,,not aggressive,rt USER_REF: melting arctic permafrost could add nearly $70 trillion to the global cost of climate change unless immediate action is t…,y,
2019-04-24 17:03:26+00:00,1121097327085703169,,,Weather Extremes,0.6405216266870498,believer,male,,not aggressive,USER_REF USER_REF USER_REF i can't wait to die in 12 years from global warming dude,y,
2019-04-25 04:14:16+00:00,1121266147809095680,-122.41990609999999,37.7790262,Global stance,-0.8511968815326691,believer,male,-3.5773523000000003,not aggressive,stupidity might kill us before climate change does.... LINK,y,
2019-04-25 05:14:40+00:00,1121281347836837888,,,Global stance,-0.16048888278007506,believer,male,,aggressive,i could take an alligator but i can't take on climate change without some help.,n,
2019-04-25 14:13:55+00:00,1121417053221658625,,,Donald Trump versus Science,0.7867154361724853,neutral,female,,aggressive,my favorite part of climate change will be when all the face-shaped beauty masks come floating up from the bottom of the ocean,y,
2019-04-26 22:47:31+00:00,1121908695691034624,-8.0,54.11666999999999,Weather Extremes,0.6745867787837981,believer,undefined,4.626529,not aggressive,tonight really proved who cares about our children's and grandchildren future.#gretathunberg USER_REF… LINK,n,
2019-04-28 19:29:46+00:00,1122583703635537921,,,Global stance,-0.21292796471118927,believer,male,,aggressive,rt USER_REF: environmentbill mckibben on how we might avert climate change suicidethe author argues the pipeline to b.c. is folly and can…,n,
2019-04-30 14:13:03+00:00,1123228777423736832,,,Weather Extremes,-0.4667606537977854,believer,male,,not aggressive,rt USER_REF: sure climate change seems bad when all of nature will be dying but when every hour is golden hour our instagram selfie ga…,y,
2019-05-01 01:53:50+00:00,1123405133839077376,,,Importance of Human Intervantion,-0.4473086664676666,denier,male,,aggressive,USER_REF sorry USER_REF i didn't quite catch your answer to the question 'what will be  the cost to th… LINK,n,
2019-05-01 12:47:16+00:00,1123569577802313729,-75.64104,45.0168,Importance of Human Intervantion,0.09752174909114841,believer,female,7.119825,not aggressive,"rt USER_REF: the challenge is launched the rivers are rising, and so are we. this fall will be the climate change election, and we ho…",y,
2019-05-02 03:30:38+00:00,1123791883090657280,,,Weather Extremes,0.07493091609477996,believer,male,,aggressive,USER_REF USER_REF USER_REF according to scientists global warming isn't going to stop until capitalism is dismantled....,y,
2019-05-02 12:28:03+00:00,1123927129534750724,,,Weather Extremes,0.065802325518926,believer,male,,aggressive,USER_REF i mean if you keep acting like that you aren't going to make a change  there are plant based p… LINK,n,
2019-05-06 11:32:27+00:00,1125362685242114048,-76.610759,39.2908816,Global stance,-0.6168464314699174,believer,male,2.7447267,aggressive,we need investment in public transportation and to reduce our reliance on cars if we're going to both reduce conges… LINK,y,
2019-05-06 15:36:45+00:00,1125424168445599745,-73.58781,45.508840000000006,Undefined / One Word Hashtags,0.48480469123883674,believer,female,6.7913770000000016,not aggressive,new report on #biodiversity just released. our responsibility towards future generations...#climatechange… LINK,n,
2019-05-07 22:34:20+00:00,1125891644816089088,,,Global stance,-0.08164006445407868,believer,female,,not aggressive,"our planet, the u.n. climate change report, and why fear of the future is finally sinkingin.… LINK",n,
2019-05-08 12:23:11+00:00,1126100231492444160,0.16319609999999998,51.867627899999995,Donald Trump versus Science,0.4945899567524592,believer,male,3.9290957,aggressive,"rt USER_REF: the more we take, the less there is for future generations: this 83-year-old climate change activist spent his birthday on top o…",y,
2019-05-11 22:56:43+00:00,1127346825743224834,,,Global stance,0.6314123921803066,neutral,male,,aggressive,if you do this to me i might get cozy with you and start talking about cubism and it's influence on french romantic… LINK,y,
2019-05-12 09:18:00+00:00,1127503178013052929,,,Seriousness of Gas Emissions,-0.5540415964444478,believer,male,,aggressive,"given the torrent of dire climate forecasts, many predicting catastrophe if global warming climbs two degrees abov… LINK",y,
2019-05-12 11:15:35+00:00,1127532771780505600,-73.91327000000001,40.75766,Global stance,0.4142367887735367,believer,male,0.76935184,not aggressive,mariani shows the reader one possibility that climate change could bring and does it with a great story to boot.”… LINK,n,
2019-05-13 14:31:20+00:00,1127944419896897536,-72.03236600000002,42.3788774,Weather Extremes,-0.6979364414215088,neutral,male,2.7417371,not aggressive,"oh look, it's going to be late november at my house tomorrow... what. the. f***!?! get your shit together ma… LINK",n,
2019-05-13 19:29:10+00:00,1128019370024886276,,,Weather Extremes,0.574376038312912,neutral,female,,not aggressive,rt USER_REF: gonna die from climate change might as well show love,n,
2019-05-14 20:41:16+00:00,1128399904315985920,,,Donald Trump versus Science,-0.5461991337299347,believer,male,,aggressive,would have to try to prove to the doubter the robot that climate change is real. when the robot could only say no i… LINK,n,
2019-05-15 19:35:26+00:00,1128745724827582464,-118.755997,36.7014631,Global stance,0.48559872148036953,believer,male,-1.8408424,not aggressive,dealing with #climatechange means investing in the future. look again at the consequences of our current trajectory… LINK,n,
2019-05-16 16:40:31+00:00,1129064091958562817,-85.50033,44.25029000000001,Weather Extremes,-0.6616984976973196,believer,male,7.555931599999999,not aggressive,"USER_REF USER_REF no, we will be dead when we can't live anymore. the next generation will be the ones to hav… LINK",y,
2019-05-18 02:45:36+00:00,1129578753842008065,-74.64357220000002,45.0013036,Global stance,-0.44439148807525636,believer,male,6.811544400000002,not aggressive,rt USER_REF: people in government need to be focusing on climate change and not unborn fetuses... there will be no babies if there's no…,y,
2019-08-17 05:25:19+00:00,1162596245854203904,-0.1276474,51.5073219,Politics,0.13025105810165402,denier,undefined,4.0638494,not aggressive,rt USER_REF: greta thunberg's virtue signalling trip on a $4 million dollar yacht to lecture americans about climate change will be mo…,n,
2019-08-19 21:16:19+00:00,1163560348588359680,,,Global stance,-0.2936638923168182,believer,female,,aggressive,rt USER_REF: environmental groups warned that saying climate change is real could be seen as partisan LINK LINK,n,
2019-08-30 01:43:37+00:00,1167251495470997504,,,Global stance,-0.0998264624118805,believer,male,,not aggressive,#climatechange is here. coastal states/countries are going to experience damaging storms with increasing frequency.… LINK,y,
2019-09-22 21:33:34+00:00,1175885877115047936,,,Weather Extremes,-0.5631007643699646,denier,male,,aggressive,"antonio brown isn't going to play in the nfl, climate hoaxers aren't going to reproduce, left wing nut jobs are los… LINK",y,
